2023-07-08 13:10:59,831 INFO  - Initialize application (at simulation time 8.000,000,000 s)
2023-07-08 13:10:59,964 INFO  - VEHICLE:veh_0 (at simulation time 75.401,900,000 s)
2023-07-08 13:10:59,964 INFO  - GEOLOCATION:GeoPoint{lat=52.513016,lon=13.329913,alt=0.00} (at simulation time 75.401,900,000 s)
2023-07-08 13:10:59,964 INFO  - VEHICLE:veh_0 (at simulation time 75.501,400,000 s)
2023-07-08 13:10:59,964 INFO  - GEOLOCATION:GeoPoint{lat=52.513016,lon=13.329913,alt=0.00} (at simulation time 75.501,400,000 s)
2023-07-08 13:10:59,964 INFO  - VEHICLE:veh_0 (at simulation time 75.600,900,000 s)
2023-07-08 13:10:59,964 INFO  - GEOLOCATION:GeoPoint{lat=52.513016,lon=13.329913,alt=0.00} (at simulation time 75.600,900,000 s)
2023-07-08 13:10:59,964 INFO  - VEHICLE:veh_0 (at simulation time 75.701,900,000 s)
2023-07-08 13:10:59,964 INFO  - GEOLOCATION:GeoPoint{lat=52.513016,lon=13.329913,alt=0.00} (at simulation time 75.701,900,000 s)
2023-07-08 13:10:59,964 INFO  - VEHICLE:veh_0 (at simulation time 75.800,400,000 s)
2023-07-08 13:10:59,964 INFO  - GEOLOCATION:GeoPoint{lat=52.513016,lon=13.329913,alt=0.00} (at simulation time 75.800,400,000 s)
2023-07-08 13:10:59,964 INFO  - VEHICLE:veh_0 (at simulation time 75.900,900,000 s)
2023-07-08 13:10:59,964 INFO  - GEOLOCATION:GeoPoint{lat=52.513016,lon=13.329913,alt=0.00} (at simulation time 75.900,900,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.002,400,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.002,400,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.101,400,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.101,400,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.201,900,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.201,900,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.300,900,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.300,900,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.400,900,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.400,900,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.502,400,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.502,400,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.601,400,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.601,400,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.701,900,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.701,900,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.801,400,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.801,400,000 s)
2023-07-08 13:10:59,965 INFO  - VEHICLE:veh_0 (at simulation time 76.900,900,000 s)
2023-07-08 13:10:59,965 INFO  - GEOLOCATION:GeoPoint{lat=52.513024,lon=13.330018,alt=0.00} (at simulation time 76.900,900,000 s)
2023-07-08 13:10:59,966 INFO  - VEHICLE:veh_0 (at simulation time 77.000,400,000 s)
2023-07-08 13:10:59,966 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.000,400,000 s)
2023-07-08 13:10:59,966 INFO  - VEHICLE:veh_0 (at simulation time 77.100,400,000 s)
2023-07-08 13:10:59,966 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.100,400,000 s)
2023-07-08 13:10:59,966 INFO  - VEHICLE:veh_0 (at simulation time 77.201,900,000 s)
2023-07-08 13:10:59,966 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.201,900,000 s)
2023-07-08 13:10:59,966 INFO  - VEHICLE:veh_0 (at simulation time 77.301,900,000 s)
2023-07-08 13:10:59,966 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.301,900,000 s)
2023-07-08 13:10:59,966 INFO  - VEHICLE:veh_0 (at simulation time 77.400,900,000 s)
2023-07-08 13:10:59,966 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.400,900,000 s)
2023-07-08 13:10:59,966 INFO  - VEHICLE:veh_0 (at simulation time 77.502,400,000 s)
2023-07-08 13:10:59,966 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.502,400,000 s)
2023-07-08 13:10:59,966 INFO  - VEHICLE:veh_0 (at simulation time 77.602,400,000 s)
2023-07-08 13:10:59,967 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.602,400,000 s)
2023-07-08 13:10:59,967 INFO  - VEHICLE:veh_0 (at simulation time 77.700,400,000 s)
2023-07-08 13:10:59,967 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.700,400,000 s)
2023-07-08 13:10:59,967 INFO  - VEHICLE:veh_0 (at simulation time 77.800,900,000 s)
2023-07-08 13:10:59,967 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.800,900,000 s)
2023-07-08 13:10:59,967 INFO  - VEHICLE:veh_0 (at simulation time 77.900,400,000 s)
2023-07-08 13:10:59,967 INFO  - GEOLOCATION:GeoPoint{lat=52.513031,lon=13.330101,alt=0.00} (at simulation time 77.900,400,000 s)
2023-07-08 13:10:59,967 INFO  - VEHICLE:veh_0 (at simulation time 78.001,400,000 s)
2023-07-08 13:10:59,967 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.001,400,000 s)
2023-07-08 13:10:59,968 INFO  - VEHICLE:veh_0 (at simulation time 78.102,400,000 s)
2023-07-08 13:10:59,968 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.102,400,000 s)
2023-07-08 13:10:59,968 INFO  - VEHICLE:veh_0 (at simulation time 78.201,900,000 s)
2023-07-08 13:10:59,968 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.201,900,000 s)
2023-07-08 13:10:59,968 INFO  - VEHICLE:veh_0 (at simulation time 78.302,400,000 s)
2023-07-08 13:10:59,968 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.302,400,000 s)
2023-07-08 13:10:59,968 INFO  - VEHICLE:veh_0 (at simulation time 78.401,900,000 s)
2023-07-08 13:10:59,968 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.401,900,000 s)
2023-07-08 13:10:59,968 INFO  - VEHICLE:veh_0 (at simulation time 78.502,400,000 s)
2023-07-08 13:10:59,968 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.502,400,000 s)
2023-07-08 13:10:59,968 INFO  - VEHICLE:veh_0 (at simulation time 78.601,900,000 s)
2023-07-08 13:10:59,968 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.601,900,000 s)
2023-07-08 13:10:59,968 INFO  - VEHICLE:veh_0 (at simulation time 78.702,400,000 s)
2023-07-08 13:10:59,968 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.702,400,000 s)
2023-07-08 13:10:59,968 INFO  - VEHICLE:veh_0 (at simulation time 78.800,900,000 s)
2023-07-08 13:10:59,968 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.800,900,000 s)
2023-07-08 13:10:59,968 INFO  - VEHICLE:veh_0 (at simulation time 78.901,400,000 s)
2023-07-08 13:10:59,968 INFO  - GEOLOCATION:GeoPoint{lat=52.513036,lon=13.330163,alt=0.00} (at simulation time 78.901,400,000 s)
2023-07-08 13:10:59,969 INFO  - VEHICLE:veh_0 (at simulation time 79.001,400,000 s)
2023-07-08 13:10:59,969 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.001,400,000 s)
2023-07-08 13:10:59,969 INFO  - VEHICLE:veh_0 (at simulation time 79.100,400,000 s)
2023-07-08 13:10:59,969 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.100,400,000 s)
2023-07-08 13:10:59,969 INFO  - VEHICLE:veh_0 (at simulation time 79.201,900,000 s)
2023-07-08 13:10:59,969 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.201,900,000 s)
2023-07-08 13:10:59,969 INFO  - VEHICLE:veh_0 (at simulation time 79.302,400,000 s)
2023-07-08 13:10:59,969 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.302,400,000 s)
2023-07-08 13:10:59,969 INFO  - VEHICLE:veh_0 (at simulation time 79.402,400,000 s)
2023-07-08 13:10:59,969 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.402,400,000 s)
2023-07-08 13:10:59,970 INFO  - VEHICLE:veh_0 (at simulation time 79.500,900,000 s)
2023-07-08 13:10:59,970 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.500,900,000 s)
2023-07-08 13:10:59,970 INFO  - VEHICLE:veh_0 (at simulation time 79.600,400,000 s)
2023-07-08 13:10:59,970 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.600,400,000 s)
2023-07-08 13:10:59,970 INFO  - VEHICLE:veh_0 (at simulation time 79.701,400,000 s)
2023-07-08 13:10:59,970 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.701,400,000 s)
2023-07-08 13:10:59,970 INFO  - VEHICLE:veh_0 (at simulation time 79.800,900,000 s)
2023-07-08 13:10:59,970 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.800,900,000 s)
2023-07-08 13:10:59,970 INFO  - VEHICLE:veh_0 (at simulation time 79.901,400,000 s)
2023-07-08 13:10:59,970 INFO  - GEOLOCATION:GeoPoint{lat=52.513038,lon=13.330201,alt=0.00} (at simulation time 79.901,400,000 s)
2023-07-08 13:10:59,972 INFO  - VEHICLE:veh_0 (at simulation time 80.000,900,000 s)
2023-07-08 13:10:59,972 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.000,900,000 s)
2023-07-08 13:10:59,972 INFO  - VEHICLE:veh_0 (at simulation time 80.100,900,000 s)
2023-07-08 13:10:59,972 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.100,900,000 s)
2023-07-08 13:10:59,972 INFO  - VEHICLE:veh_0 (at simulation time 80.200,900,000 s)
2023-07-08 13:10:59,972 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.200,900,000 s)
2023-07-08 13:10:59,972 INFO  - VEHICLE:veh_0 (at simulation time 80.300,900,000 s)
2023-07-08 13:10:59,972 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.300,900,000 s)
2023-07-08 13:10:59,972 INFO  - VEHICLE:veh_0 (at simulation time 80.400,900,000 s)
2023-07-08 13:10:59,972 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.400,900,000 s)
2023-07-08 13:10:59,972 INFO  - VEHICLE:veh_0 (at simulation time 80.501,900,000 s)
2023-07-08 13:10:59,972 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.501,900,000 s)
2023-07-08 13:10:59,972 INFO  - VEHICLE:veh_0 (at simulation time 80.601,400,000 s)
2023-07-08 13:10:59,972 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.601,400,000 s)
2023-07-08 13:10:59,972 INFO  - VEHICLE:veh_0 (at simulation time 80.702,400,000 s)
2023-07-08 13:10:59,972 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.702,400,000 s)
2023-07-08 13:10:59,973 INFO  - VEHICLE:veh_0 (at simulation time 80.801,400,000 s)
2023-07-08 13:10:59,973 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.801,400,000 s)
2023-07-08 13:10:59,973 INFO  - VEHICLE:veh_0 (at simulation time 80.901,900,000 s)
2023-07-08 13:10:59,973 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330220,alt=0.00} (at simulation time 80.901,900,000 s)
2023-07-08 13:10:59,974 INFO  - VEHICLE:veh_0 (at simulation time 81.001,900,000 s)
2023-07-08 13:10:59,974 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.001,900,000 s)
2023-07-08 13:10:59,974 INFO  - VEHICLE:veh_0 (at simulation time 81.100,900,000 s)
2023-07-08 13:10:59,974 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.100,900,000 s)
2023-07-08 13:10:59,974 INFO  - VEHICLE:veh_0 (at simulation time 81.200,400,000 s)
2023-07-08 13:10:59,974 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.200,400,000 s)
2023-07-08 13:10:59,974 INFO  - VEHICLE:veh_0 (at simulation time 81.301,400,000 s)
2023-07-08 13:10:59,974 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.301,400,000 s)
2023-07-08 13:10:59,975 INFO  - VEHICLE:veh_0 (at simulation time 81.401,900,000 s)
2023-07-08 13:10:59,975 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.401,900,000 s)
2023-07-08 13:10:59,975 INFO  - VEHICLE:veh_0 (at simulation time 81.501,900,000 s)
2023-07-08 13:10:59,975 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.501,900,000 s)
2023-07-08 13:10:59,975 INFO  - VEHICLE:veh_0 (at simulation time 81.600,400,000 s)
2023-07-08 13:10:59,975 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.600,400,000 s)
2023-07-08 13:10:59,975 INFO  - VEHICLE:veh_0 (at simulation time 81.702,400,000 s)
2023-07-08 13:10:59,975 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.702,400,000 s)
2023-07-08 13:10:59,975 INFO  - VEHICLE:veh_0 (at simulation time 81.801,900,000 s)
2023-07-08 13:10:59,975 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.801,900,000 s)
2023-07-08 13:10:59,975 INFO  - VEHICLE:veh_0 (at simulation time 81.902,400,000 s)
2023-07-08 13:10:59,975 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 81.902,400,000 s)
2023-07-08 13:10:59,976 INFO  - VEHICLE:veh_0 (at simulation time 82.001,400,000 s)
2023-07-08 13:10:59,976 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.001,400,000 s)
2023-07-08 13:10:59,977 INFO  - VEHICLE:veh_0 (at simulation time 82.100,900,000 s)
2023-07-08 13:10:59,977 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.100,900,000 s)
2023-07-08 13:10:59,977 INFO  - VEHICLE:veh_0 (at simulation time 82.201,400,000 s)
2023-07-08 13:10:59,977 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.201,400,000 s)
2023-07-08 13:10:59,977 INFO  - VEHICLE:veh_0 (at simulation time 82.300,400,000 s)
2023-07-08 13:10:59,977 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.300,400,000 s)
2023-07-08 13:10:59,977 INFO  - VEHICLE:veh_0 (at simulation time 82.400,400,000 s)
2023-07-08 13:10:59,977 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.400,400,000 s)
2023-07-08 13:10:59,977 INFO  - VEHICLE:veh_0 (at simulation time 82.500,900,000 s)
2023-07-08 13:10:59,977 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.500,900,000 s)
2023-07-08 13:10:59,977 INFO  - VEHICLE:veh_0 (at simulation time 82.600,900,000 s)
2023-07-08 13:10:59,977 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.600,900,000 s)
2023-07-08 13:10:59,977 INFO  - VEHICLE:veh_0 (at simulation time 82.702,400,000 s)
2023-07-08 13:10:59,977 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.702,400,000 s)
2023-07-08 13:10:59,977 INFO  - VEHICLE:veh_0 (at simulation time 82.800,900,000 s)
2023-07-08 13:10:59,977 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.800,900,000 s)
2023-07-08 13:10:59,978 INFO  - VEHICLE:veh_0 (at simulation time 82.901,400,000 s)
2023-07-08 13:10:59,978 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 82.901,400,000 s)
2023-07-08 13:10:59,979 INFO  - VEHICLE:veh_0 (at simulation time 83.002,400,000 s)
2023-07-08 13:10:59,979 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.002,400,000 s)
2023-07-08 13:10:59,979 INFO  - VEHICLE:veh_0 (at simulation time 83.101,400,000 s)
2023-07-08 13:10:59,979 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.101,400,000 s)
2023-07-08 13:10:59,979 INFO  - VEHICLE:veh_0 (at simulation time 83.200,400,000 s)
2023-07-08 13:10:59,979 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.200,400,000 s)
2023-07-08 13:10:59,979 INFO  - VEHICLE:veh_0 (at simulation time 83.300,900,000 s)
2023-07-08 13:10:59,979 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.300,900,000 s)
2023-07-08 13:10:59,979 INFO  - VEHICLE:veh_0 (at simulation time 83.400,400,000 s)
2023-07-08 13:10:59,979 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.400,400,000 s)
2023-07-08 13:10:59,979 INFO  - VEHICLE:veh_0 (at simulation time 83.502,400,000 s)
2023-07-08 13:10:59,979 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.502,400,000 s)
2023-07-08 13:10:59,979 INFO  - VEHICLE:veh_0 (at simulation time 83.601,900,000 s)
2023-07-08 13:10:59,979 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.601,900,000 s)
2023-07-08 13:10:59,979 INFO  - VEHICLE:veh_0 (at simulation time 83.702,400,000 s)
2023-07-08 13:10:59,979 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.702,400,000 s)
2023-07-08 13:10:59,979 INFO  - VEHICLE:veh_0 (at simulation time 83.800,400,000 s)
2023-07-08 13:10:59,979 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.800,400,000 s)
2023-07-08 13:10:59,980 INFO  - VEHICLE:veh_0 (at simulation time 83.900,900,000 s)
2023-07-08 13:10:59,980 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 83.900,900,000 s)
2023-07-08 13:10:59,980 INFO  - VEHICLE:veh_0 (at simulation time 84.000,400,000 s)
2023-07-08 13:10:59,980 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.000,400,000 s)
2023-07-08 13:10:59,981 INFO  - VEHICLE:veh_0 (at simulation time 84.102,400,000 s)
2023-07-08 13:10:59,981 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.102,400,000 s)
2023-07-08 13:10:59,981 INFO  - VEHICLE:veh_0 (at simulation time 84.200,400,000 s)
2023-07-08 13:10:59,981 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.200,400,000 s)
2023-07-08 13:10:59,981 INFO  - VEHICLE:veh_0 (at simulation time 84.301,900,000 s)
2023-07-08 13:10:59,981 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.301,900,000 s)
2023-07-08 13:10:59,981 INFO  - VEHICLE:veh_0 (at simulation time 84.400,400,000 s)
2023-07-08 13:10:59,981 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.400,400,000 s)
2023-07-08 13:10:59,981 INFO  - VEHICLE:veh_0 (at simulation time 84.501,400,000 s)
2023-07-08 13:10:59,981 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.501,400,000 s)
2023-07-08 13:10:59,981 INFO  - VEHICLE:veh_0 (at simulation time 84.601,400,000 s)
2023-07-08 13:10:59,981 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.601,400,000 s)
2023-07-08 13:10:59,981 INFO  - VEHICLE:veh_0 (at simulation time 84.701,400,000 s)
2023-07-08 13:10:59,981 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.701,400,000 s)
2023-07-08 13:10:59,982 INFO  - VEHICLE:veh_0 (at simulation time 84.801,900,000 s)
2023-07-08 13:10:59,982 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.801,900,000 s)
2023-07-08 13:10:59,982 INFO  - VEHICLE:veh_0 (at simulation time 84.901,900,000 s)
2023-07-08 13:10:59,982 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 84.901,900,000 s)
2023-07-08 13:10:59,985 INFO  - VEHICLE:veh_0 (at simulation time 85.000,900,000 s)
2023-07-08 13:10:59,985 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.000,900,000 s)
2023-07-08 13:10:59,985 INFO  - VEHICLE:veh_0 (at simulation time 85.100,900,000 s)
2023-07-08 13:10:59,985 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.100,900,000 s)
2023-07-08 13:10:59,985 INFO  - VEHICLE:veh_0 (at simulation time 85.202,400,000 s)
2023-07-08 13:10:59,985 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.202,400,000 s)
2023-07-08 13:10:59,985 INFO  - VEHICLE:veh_0 (at simulation time 85.300,900,000 s)
2023-07-08 13:10:59,985 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.300,900,000 s)
2023-07-08 13:10:59,985 INFO  - VEHICLE:veh_0 (at simulation time 85.402,400,000 s)
2023-07-08 13:10:59,985 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.402,400,000 s)
2023-07-08 13:10:59,985 INFO  - VEHICLE:veh_0 (at simulation time 85.502,400,000 s)
2023-07-08 13:10:59,985 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.502,400,000 s)
2023-07-08 13:10:59,985 INFO  - VEHICLE:veh_0 (at simulation time 85.601,400,000 s)
2023-07-08 13:10:59,985 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.601,400,000 s)
2023-07-08 13:10:59,985 INFO  - VEHICLE:veh_0 (at simulation time 85.700,400,000 s)
2023-07-08 13:10:59,985 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.700,400,000 s)
2023-07-08 13:10:59,986 INFO  - VEHICLE:veh_0 (at simulation time 85.800,400,000 s)
2023-07-08 13:10:59,986 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.800,400,000 s)
2023-07-08 13:10:59,986 INFO  - VEHICLE:veh_0 (at simulation time 85.901,900,000 s)
2023-07-08 13:10:59,986 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 85.901,900,000 s)
2023-07-08 13:10:59,987 INFO  - VEHICLE:veh_0 (at simulation time 86.001,400,000 s)
2023-07-08 13:10:59,987 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 86.001,400,000 s)
2023-07-08 13:10:59,987 INFO  - VEHICLE:veh_0 (at simulation time 86.101,900,000 s)
2023-07-08 13:10:59,987 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 86.101,900,000 s)
2023-07-08 13:10:59,987 INFO  - VEHICLE:veh_0 (at simulation time 86.201,900,000 s)
2023-07-08 13:10:59,987 INFO  - GEOLOCATION:GeoPoint{lat=52.513039,lon=13.330221,alt=0.00} (at simulation time 86.201,900,000 s)
2023-07-08 13:10:59,987 INFO  - VEHICLE:veh_0 (at simulation time 86.300,400,000 s)
